# Archi curati manualmente da apply_curation_1..34.py (parole A-G)
# soggetto	relazione	oggetto	confidenza
aggiustare	SIMILAR_TO	riparare	0.95
aggiustare	SIMILAR_TO	sistemare	0.90
aggrappare	CAUSES	presa	0.95
aggrappare	CAUSES	sostegno	0.90
aggrappare	IS_A	azione	0.95
aggrappare	OPPOSITE_OF	cadere	0.90
aggrappare	OPPOSITE_OF	lasciare	0.95
aggrappare	SIMILAR_TO	afferrare	0.95
aggrappare	SIMILAR_TO	stringere	0.85
aggravare	CAUSES	peggioramento	0.95
aggravare	CAUSES	peso	0.90
aggravare	IS_A	azione	0.95
aggravare	OPPOSITE_OF	alleggerire	0.90
aggravare	OPPOSITE_OF	alleviare	0.95
aggravare	OPPOSITE_OF	migliorare	0.95
aggravare	SIMILAR_TO	appesantire	0.90
aggravare	SIMILAR_TO	peggiorare	0.95
aggredire	CAUSES	conflitto	0.90
aggredire	CAUSES	danno	0.95
aggredire	IS_A	azione	0.95
aggredire	OPPOSITE_OF	difendere	0.95
aggredire	OPPOSITE_OF	proteggere	0.90
aggredire	SIMILAR_TO	assalire	0.95
aggredire	SIMILAR_TO	attaccare	0.95
aggregare	CAUSES	gruppo	0.95
aggregare	CAUSES	unione	0.90
aggregare	IS_A	azione	0.95
aggregare	OPPOSITE_OF	disperdere	0.90
aggregare	OPPOSITE_OF	isolare	0.90
aggregare	OPPOSITE_OF	separare	0.95
aggregare	SIMILAR_TO	riunire	0.90
aggregare	SIMILAR_TO	unire	0.95
aggressivo	CAUSES	conflitto	0.90
aggressivo	CAUSES	paura	0.90
aggressivo	IS_A	qualità	0.95
aggressivo	OPPOSITE_OF	mite	0.90
aggressivo	OPPOSITE_OF	pacifico	0.95
aggressivo	SIMILAR_TO	ostile	0.90
aggressivo	SIMILAR_TO	violento	0.95
agguato	CAUSES	danno	0.90
agguato	CAUSES	sorpresa	0.95
agguato	IS_A	attacco	0.95
agguato	SIMILAR_TO	imboscata	0.95
agguato	SIMILAR_TO	trappola	0.90
agile	CAUSES	velocità	0.90
agile	IS_A	qualità	0.95
agile	OPPOSITE_OF	goffo	0.95
agile	OPPOSITE_OF	lento	0.90
agile	OPPOSITE_OF	pesante	0.85
agile	SIMILAR_TO	scattante	0.95
agile	SIMILAR_TO	svelto	0.90
agire	CAUSES	cambiamento	0.90
agire	CAUSES	effetto	0.95
agire	IS_A	azione	0.95
agire	OPPOSITE_OF	aspettare	0.90
agire	OPPOSITE_OF	subire	0.95
agire	SIMILAR_TO	fare	0.95
agire	SIMILAR_TO	operare	0.90
agitare	CAUSES	ansia	0.85
agitare	CAUSES	caos	0.90
agitare	IS_A	azione	0.95
agitare	OPPOSITE_OF	calmare	0.95
agitare	OPPOSITE_OF	fermare	0.95
agitare	SIMILAR_TO	muovere	0.90
agitare	SIMILAR_TO	scuotere	0.95
agitazione	CAUSES	caos	0.85
agitazione	CAUSES	movimento	0.95
agitazione	IS_A	stato	0.95
agitazione	OPPOSITE_OF	calma	0.95
agitazione	OPPOSITE_OF	pace	0.90
agitazione	SIMILAR_TO	ansia	0.95
aglio	CAUSES	odore	0.95
aglio	CAUSES	sapore	0.95
aglio	IS_A	cibo	0.90
aglio	IS_A	pianta	0.95
aglio	SIMILAR_TO	cipolla	0.85
agnello	CAUSES	tenerezza	0.90
agnello	IS_A	animale	0.95
agnello	IS_A	cibo	0.80
agnello	SIMILAR_TO	cucciolo	0.90
agonia	CAUSES	dolore	0.95
agonia	CAUSES	morte	0.95
agonia	IS_A	sofferenza	0.95
agonia	OPPOSITE_OF	guarigione	0.90
agonia	SIMILAR_TO	tormento	0.95
agosto	CAUSES	caldo	0.90
agosto	CAUSES	vacanza	0.85
agosto	IS_A	mese	0.95
agosto	SIMILAR_TO	luglio	0.90
agricoltura	CAUSES	cibo	0.95
agricoltura	CAUSES	raccolto	0.95
agricoltura	IS_A	lavoro	0.95
agricoltura	SIMILAR_TO	coltivazione	0.95
agrume	CAUSES	sapore	0.90
agrume	IS_A	cibo	0.95
agrume	IS_A	frutto	0.95
agrume	SIMILAR_TO	arancia	0.95
agrume	SIMILAR_TO	limone	0.95
aiutante	CAUSES	aiuto	0.95
aiutante	CAUSES	supporto	0.90
aiutante	IS_A	persona	0.95
aiutante	SIMILAR_TO	assistente	0.95
aiutante	SIMILAR_TO	collaboratore	0.95
aiutare	CAUSES	aiuto	0.95
aiutare	CAUSES	soluzione	0.90
aiutare	IS_A	azione	0.95
aiutare	OPPOSITE_OF	danneggiare	0.90
aiutare	OPPOSITE_OF	ostacolare	0.95
aiutare	SIMILAR_TO	assistere	0.90
aiutare	SIMILAR_TO	sostenere	0.95
aiuto	CAUSES	salvezza	0.85
aiuto	IS_A	sostegno	0.95
aiuto	OPPOSITE_OF	ostacolo	0.95
aiuto	SIMILAR_TO	supporto	0.95
ala	CAUSES	volo	0.95
ala	IS_A	parte	0.95
ala	SIMILAR_TO	appendice	0.85
alba	CAUSES	inizio	0.90
alba	CAUSES	luce	0.95
alba	IS_A	momento	0.95
alba	OPPOSITE_OF	tramonto	0.95
alba	SIMILAR_TO	aurora	0.95
albergo	CAUSES	ospitalità	0.95
albergo	CAUSES	riposo	0.90
albergo	IS_A	edificio	0.95
albergo	SIMILAR_TO	hotel	0.95
albergo	SIMILAR_TO	pensione	0.90
albero	CAUSES	legno	0.90
albero	CAUSES	ombra	0.90
albero	CAUSES	ossigeno	0.95
albero	IS_A	pianta	0.95
albero	SIMILAR_TO	pianta	0.90
alcol	CAUSES	dipendenza	0.85
alcol	CAUSES	ebbrezza	0.95
alcol	IS_A	liquido	0.90
alcol	IS_A	sostanza	0.95
alcol	SIMILAR_TO	liquore	0.85
alcolico	CAUSES	ebbrezza	0.95
alcolico	IS_A	qualità	0.95
alcolico	OPPOSITE_OF	analcolico	0.95
alcolico	SIMILAR_TO	inebriante	0.90
alfabeto	CAUSES	lettura	0.95
alfabeto	CAUSES	scrittura	0.95
alfabeto	IS_A	sistema	0.95
alfabeto	SIMILAR_TO	codice	0.90
algoritmo	CAUSES	automazione	0.90
algoritmo	CAUSES	soluzione	0.95
algoritmo	IS_A	processo	0.95
algoritmo	IS_A	regola	0.90
algoritmo	SIMILAR_TO	procedura	0.95
algoritmo	SIMILAR_TO	programma	0.90
alieno	CAUSES	mistero	0.90
alieno	CAUSES	paura	0.90
alieno	IS_A	creatura	0.95
alieno	OPPOSITE_OF	terrestre	0.95
alieno	OPPOSITE_OF	umano	0.90
alieno	SIMILAR_TO	extraterrestre	0.95
alieno	SIMILAR_TO	sconosciuto	0.85
alimentare	CAUSES	crescita	0.90
alimentare	CAUSES	vita	0.95
alimentare	IS_A	azione	0.95
alimentare	OPPOSITE_OF	affamare	0.95
alimentare	OPPOSITE_OF	consumare	0.85
alimentare	SIMILAR_TO	nutrire	0.95
alimentazione	CAUSES	energia	0.95
alimentazione	CAUSES	salute	0.90
alimentazione	IS_A	processo	0.95
alimentazione	OPPOSITE_OF	digiuno	0.95
alimentazione	SIMILAR_TO	nutrizione	0.95
alimento	CAUSES	nutrizione	0.95
alimento	IS_A	materia	0.95
alimento	SIMILAR_TO	cibo	0.95
alimento	SIMILAR_TO	vivanda	0.90
allacciare	CAUSES	chiusura	0.85
allacciare	CAUSES	unione	0.90
allacciare	IS_A	azione	0.95
allacciare	OPPOSITE_OF	slacciare	0.95
allacciare	OPPOSITE_OF	slegare	0.90
allacciare	SIMILAR_TO	legare	0.95
allagare	CAUSES	danno	0.90
allagare	CAUSES	sommersione	0.95
allagare	IS_A	azione	0.95
allagare	OPPOSITE_OF	asciugare	0.90
allagare	OPPOSITE_OF	prosciugare	0.95
allagare	SIMILAR_TO	inondare	0.95
allargare	CAUSES	ampiezza	0.95
allargare	CAUSES	espansione	0.90
allargare	IS_A	azione	0.95
allargare	OPPOSITE_OF	restringere	0.95
allargare	OPPOSITE_OF	rimpicciolire	0.90
allargare	SIMILAR_TO	ampliare	0.90
allargare	SIMILAR_TO	estendere	0.95
allarmare	CAUSES	allarme	0.95
allarmare	CAUSES	paura	0.90
allarmare	IS_A	azione	0.95
allarmare	OPPOSITE_OF	calmare	0.90
allarmare	OPPOSITE_OF	tranquillizzare	0.95
allarmare	SIMILAR_TO	preoccupare	0.90
allarmare	SIMILAR_TO	spaventare	0.95
allarme	CAUSES	attenzione	0.90
allarme	CAUSES	panico	0.80
allarme	IS_A	segnale	0.95
allarme	OPPOSITE_OF	silenzio	0.90
allarme	SIMILAR_TO	avviso	0.90
allarme	SIMILAR_TO	sirena	0.85
allattare	CAUSES	legame	0.90
allattare	CAUSES	nutrizione	0.95
allattare	IS_A	azione	0.95
allattare	SIMILAR_TO	nutrire	0.95
alleanza	CAUSES	forza	0.90
alleanza	IS_A	patto	0.95
alleanza	OPPOSITE_OF	guerra	0.95
alleanza	OPPOSITE_OF	inimicizia	0.90
alleanza	SIMILAR_TO	coalizione	0.95
alleanza	SIMILAR_TO	lega	0.90
alleare	CAUSES	alleanza	0.95
alleare	IS_A	azione	0.95
alleare	OPPOSITE_OF	combattere	0.95
alleare	OPPOSITE_OF	dividere	0.90
alleare	SIMILAR_TO	associare	0.85
alleare	SIMILAR_TO	unire	0.90
allegare	CAUSES	aggiunta	0.95
allegare	IS_A	azione	0.95
allegare	OPPOSITE_OF	staccare	0.90
allegare	SIMILAR_TO	accludere	0.95
allegare	SIMILAR_TO	unire	0.85
alleggerire	CAUSES	leggerezza	0.90
alleggerire	CAUSES	sollievo	0.95
alleggerire	IS_A	azione	0.95
alleggerire	OPPOSITE_OF	aggravare	0.90
alleggerire	OPPOSITE_OF	appesantire	0.95
alleggerire	SIMILAR_TO	alleviare	0.95
alleggerire	SIMILAR_TO	sgravare	0.90
allegoria	CAUSES	significato	0.95
allegoria	IS_A	figura	0.95
allegoria	SIMILAR_TO	metafora	0.95
allegoria	SIMILAR_TO	simbolo	0.90
allegria	CAUSES	benessere	0.90
allegria	CAUSES	sorriso	0.95
allegria	IS_A	emozione	0.95
allegria	OPPOSITE_OF	malinconia	0.90
allegria	OPPOSITE_OF	tristezza	0.95
allegria	SIMILAR_TO	gioia	0.95
allegro	CAUSES	allegria	0.95
allegro	IS_A	qualità	0.95
allegro	OPPOSITE_OF	serio	0.85
allegro	OPPOSITE_OF	triste	0.95
allegro	SIMILAR_TO	felice	0.95
allegro	SIMILAR_TO	gioioso	0.90
allenamento	CAUSES	abilità	0.90
allenamento	CAUSES	forza	0.90
allenamento	IS_A	esercizio	0.95
allenamento	SIMILAR_TO	addestramento	0.90
allenamento	SIMILAR_TO	preparazione	0.90
allenare	CAUSES	allenamento	0.95
allenare	CAUSES	miglioramento	0.90
allenare	IS_A	azione	0.95
allenare	OPPOSITE_OF	impigrire	0.90
allenare	SIMILAR_TO	addestrare	0.95
allenare	SIMILAR_TO	preparare	0.90
allentare	CAUSES	lentezza	0.90
allentare	CAUSES	rilassamento	0.85
allentare	IS_A	azione	0.95
allentare	OPPOSITE_OF	stringere	0.95
allentare	OPPOSITE_OF	tendere	0.95
allentare	SIMILAR_TO	mollare	0.90
allentare	SIMILAR_TO	rilasciare	0.90
allergia	CAUSES	fastidio	0.95
allergia	CAUSES	malattia	0.80
allergia	IS_A	reazione	0.95
allergia	SIMILAR_TO	intolleranza	0.90
allertare	CAUSES	allarme	0.90
allertare	CAUSES	attenzione	0.95
allertare	IS_A	azione	0.95
allertare	OPPOSITE_OF	tranquillizzare	0.95
allertare	SIMILAR_TO	avvertire	0.95
allertare	SIMILAR_TO	avvisare	0.95
allestire	CAUSES	preparazione	0.95
allestire	IS_A	azione	0.95
allestire	OPPOSITE_OF	disfare	0.90
allestire	OPPOSITE_OF	smantellare	0.95
allestire	SIMILAR_TO	organizzare	0.90
allestire	SIMILAR_TO	preparare	0.95
allevamento	CAUSES	cibo	0.90
allevamento	CAUSES	crescita	0.95
allevamento	IS_A	lavoro	0.95
allevamento	SIMILAR_TO	agricoltura	0.80
allevare	CAUSES	crescita	0.95
allevare	CAUSES	educazione	0.85
allevare	IS_A	azione	0.95
allevare	OPPOSITE_OF	abbandonare	0.95
allevare	OPPOSITE_OF	trascurare	0.95
allevare	SIMILAR_TO	crescere	0.90
allevare	SIMILAR_TO	educare	0.85
allievo	CAUSES	apprendimento	0.95
allievo	IS_A	persona	0.95
allievo	OPPOSITE_OF	insegnante	0.95
allievo	OPPOSITE_OF	maestro	0.95
allievo	SIMILAR_TO	discepolo	0.90
allievo	SIMILAR_TO	studente	0.95
allineare	CAUSES	linea	0.95
allineare	CAUSES	ordine	0.95
allineare	IS_A	azione	0.95
allineare	OPPOSITE_OF	disallineare	0.95
allineare	OPPOSITE_OF	scombinare	0.90
allineare	SIMILAR_TO	ordinare	0.90
allineare	SIMILAR_TO	sistemare	0.85
alloggiare	CAUSES	alloggio	0.95
alloggiare	CAUSES	riposo	0.85
alloggiare	IS_A	azione	0.95
alloggiare	OPPOSITE_OF	cacciare	0.90
alloggiare	OPPOSITE_OF	sfrattare	0.90
alloggiare	SIMILAR_TO	abitare	0.90
alloggiare	SIMILAR_TO	ospitare	0.95
alloggio	CAUSES	riparo	0.95
alloggio	IS_A	luogo	0.95
alloggio	OPPOSITE_OF	strada	0.85
alloggio	SIMILAR_TO	abitazione	0.95
alloggio	SIMILAR_TO	casa	0.95
allontanare	CAUSES	distanza	0.95
allontanare	CAUSES	separazione	0.90
allontanare	IS_A	azione	0.95
allontanare	OPPOSITE_OF	avvicinare	0.95
allontanare	OPPOSITE_OF	unire	0.90
allontanare	SIMILAR_TO	distanziare	0.95
allontanare	SIMILAR_TO	scacciare	0.85
alloro	CAUSES	gloria	0.90
alloro	CAUSES	sapore	0.85
alloro	IS_A	pianta	0.95
alloro	SIMILAR_TO	vittoria	0.80
allucinazione	CAUSES	paura	0.90
allucinazione	IS_A	errore	0.85
allucinazione	IS_A	visione	0.95
allucinazione	OPPOSITE_OF	realtà	0.95
allucinazione	OPPOSITE_OF	verità	0.90
allucinazione	SIMILAR_TO	illusione	0.95
allucinazione	SIMILAR_TO	miraggio	0.90
alludere	CAUSES	allusione	0.95
alludere	CAUSES	sospetto	0.85
alludere	IS_A	azione	0.95
alludere	OPPOSITE_OF	dichiarare	0.95
alludere	OPPOSITE_OF	esplicitare	0.95
alludere	SIMILAR_TO	insinuare	0.90
alludere	SIMILAR_TO	suggerire	0.85
alluminio	CAUSES	leggerezza	0.90
alluminio	IS_A	materiale	0.95
alluminio	IS_A	metallo	0.95
alluminio	SIMILAR_TO	ferro	0.80
allungare	CAUSES	distanza	0.85
allungare	CAUSES	lunghezza	0.95
allungare	IS_A	azione	0.95
allungare	OPPOSITE_OF	accorciare	0.95
allungare	OPPOSITE_OF	tagliare	0.90
allungare	SIMILAR_TO	estendere	0.95
allungare	SIMILAR_TO	tirare	0.85
allusione	CAUSES	sospetto	0.90
allusione	IS_A	messaggio	0.95
allusione	IS_A	segreto	0.85
allusione	OPPOSITE_OF	chiarezza	0.90
allusione	OPPOSITE_OF	spiegazione	0.95
allusione	SIMILAR_TO	riferimento	0.90
alluvione	CAUSES	allagamento	0.95
alluvione	CAUSES	distruzione	0.95
alluvione	IS_A	disastro	0.95
alluvione	IS_A	evento	0.90
alluvione	OPPOSITE_OF	siccità	0.95
alluvione	SIMILAR_TO	inondazione	0.95
altalena	CAUSES	divertimento	0.90
altalena	CAUSES	movimento	0.95
altalena	IS_A	gioco	0.95
altalena	IS_A	oggetto	0.95
altalena	SIMILAR_TO	dondolo	0.95
altare	CAUSES	sacralità	0.95
altare	IS_A	struttura	0.95
altare	SIMILAR_TO	mensa	0.85
alterare	CAUSES	alterazione	0.95
alterare	CAUSES	falsificazione	0.85
alterare	IS_A	azione	0.95
alterare	OPPOSITE_OF	conservare	0.95
alterare	OPPOSITE_OF	mantenere	0.90
alterare	SIMILAR_TO	cambiare	0.90
alterare	SIMILAR_TO	modificare	0.95
alterazione	CAUSES	danno	0.85
alterazione	IS_A	cambiamento	0.95
alterazione	OPPOSITE_OF	conservazione	0.90
alterazione	OPPOSITE_OF	integrità	0.95
alterazione	SIMILAR_TO	modifica	0.95
alterco	CAUSES	rabbia	0.95
alterco	IS_A	conflitto	0.95
alterco	OPPOSITE_OF	accordo	0.95
alterco	OPPOSITE_OF	pace	0.90
alterco	SIMILAR_TO	discussione	0.90
alterco	SIMILAR_TO	litigio	0.95
alternanza	CAUSES	varietà	0.90
alternanza	IS_A	ritmo	0.95
alternanza	OPPOSITE_OF	fissità	0.90
alternanza	OPPOSITE_OF	monotonia	0.95
alternanza	SIMILAR_TO	avvicendamento	0.95
alternare	CAUSES	alternanza	0.95
alternare	IS_A	azione	0.95
alternare	OPPOSITE_OF	mantenere	0.90
alternare	OPPOSITE_OF	ripetere	0.85
alternare	SIMILAR_TO	avvicendare	0.95
alternare	SIMILAR_TO	scambiare	0.85
alternativa	CAUSES	possibilità	0.95
alternativa	IS_A	scelta	0.95
alternativa	OPPOSITE_OF	obbligo	0.90
alternativa	SIMILAR_TO	opzione	0.95
alternativa	SIMILAR_TO	scelta	0.90
altezza	CAUSES	grandezza	0.85
altezza	IS_A	dimensione	0.95
altezza	OPPOSITE_OF	bassezza	0.95
altezza	OPPOSITE_OF	profondità	0.90
altezza	SIMILAR_TO	altitudine	0.85
altezza	SIMILAR_TO	statura	0.90
altezzoso	CAUSES	antipatia	0.90
altezzoso	IS_A	qualità	0.95
altezzoso	OPPOSITE_OF	modesto	0.95
altezzoso	OPPOSITE_OF	umile	0.95
altezzoso	SIMILAR_TO	arrogante	0.90
altezzoso	SIMILAR_TO	superbo	0.95
altitudine	CAUSES	altezza	0.95
altitudine	CAUSES	freddo	0.85
altitudine	IS_A	misura	0.95
altitudine	OPPOSITE_OF	profondità	0.95
altitudine	SIMILAR_TO	altezza	0.90
alto	CAUSES	altezza	0.95
alto	IS_A	qualità	0.95
alto	OPPOSITE_OF	basso	0.95
alto	SIMILAR_TO	elevato	0.95
altopiano	IS_A	luogo	0.95
altopiano	IS_A	pianura	0.90
altopiano	OPPOSITE_OF	valle	0.95
altopiano	SIMILAR_TO	pianoro	0.95
altruismo	CAUSES	aiuto	0.90
altruismo	CAUSES	bene	0.95
altruismo	IS_A	virtù	0.95
altruismo	OPPOSITE_OF	egoismo	0.95
altruismo	OPPOSITE_OF	indifferenza	0.90
altruismo	SIMILAR_TO	generosità	0.95
altruista	CAUSES	aiuto	0.95
altruista	IS_A	persona	0.95
altruista	OPPOSITE_OF	egoista	0.95
altruista	SIMILAR_TO	generoso	0.95
altura	CAUSES	altezza	0.95
altura	IS_A	luogo	0.95
altura	OPPOSITE_OF	pianura	0.90
altura	OPPOSITE_OF	valle	0.95
altura	SIMILAR_TO	collina	0.95
altura	SIMILAR_TO	monte	0.90
alunno	CAUSES	apprendimento	0.95
alunno	IS_A	persona	0.95
alunno	OPPOSITE_OF	insegnante	0.95
alunno	OPPOSITE_OF	professore	0.95
alunno	SIMILAR_TO	allievo	0.95
alunno	SIMILAR_TO	studente	0.95
alveare	CAUSES	miele	0.95
alveare	IS_A	casa	0.90
alveare	IS_A	struttura	0.95
alveare	SIMILAR_TO	nido	0.85
alveo	CAUSES	scorrimento	0.90
alveo	IS_A	spazio	0.95
alveo	SIMILAR_TO	letto	0.95
alzare	CAUSES	altezza	0.95
alzare	CAUSES	sollevamento	0.90
alzare	IS_A	azione	0.95
alzare	OPPOSITE_OF	abbassare	0.95
alzare	OPPOSITE_OF	calare	0.90
alzare	SIMILAR_TO	innalzare	0.90
alzare	SIMILAR_TO	sollevare	0.95
amabile	CAUSES	simpatia	0.95
amabile	IS_A	qualità	0.95
amabile	OPPOSITE_OF	odioso	0.95
amabile	OPPOSITE_OF	scontroso	0.90
amabile	SIMILAR_TO	affabile	0.95
amabile	SIMILAR_TO	dolce	0.90
amalgama	CAUSES	omogeneità	0.90
amalgama	IS_A	miscela	0.90
amalgama	IS_A	unione	0.95
amalgama	OPPOSITE_OF	separazione	0.95
amalgama	SIMILAR_TO	fusione	0.85
amalgama	SIMILAR_TO	impasto	0.90
amalgamare	CAUSES	amalgama	0.95
amalgamare	CAUSES	unione	0.90
amalgamare	IS_A	azione	0.95
amalgamare	OPPOSITE_OF	dividere	0.90
amalgamare	OPPOSITE_OF	separare	0.95
amalgamare	SIMILAR_TO	mescolare	0.95
amalgamare	SIMILAR_TO	unire	0.90
amante	CAUSES	amore	0.95
amante	CAUSES	passione	0.90
amante	IS_A	persona	0.95
amante	OPPOSITE_OF	nemico	0.85
amante	SIMILAR_TO	innamorato	0.95
amare	CAUSES	amore	0.95
amare	CAUSES	felicità	0.90
amare	IS_A	azione	0.95
amare	OPPOSITE_OF	disprezzare	0.90
amare	OPPOSITE_OF	odiare	0.95
amare	SIMILAR_TO	adorare	0.95
amare	SIMILAR_TO	voler bene	0.90
amareggiare	CAUSES	amarezza	0.95
amareggiare	CAUSES	tristezza	0.90
amareggiare	IS_A	azione	0.95
amareggiare	OPPOSITE_OF	allietare	0.90
amareggiare	OPPOSITE_OF	rallegrare	0.95
amareggiare	SIMILAR_TO	deludere	0.90
amareggiare	SIMILAR_TO	rattristare	0.95
amaretto	CAUSES	sapore	0.95
amaretto	IS_A	biscotto	0.90
amaretto	IS_A	dolce	0.95
amaretto	SIMILAR_TO	biscotto	0.85
amarezza	CAUSES	tristezza	0.95
amarezza	IS_A	sentimento	0.95
amarezza	OPPOSITE_OF	dolcezza	0.90
amarezza	OPPOSITE_OF	gioia	0.95
amarezza	SIMILAR_TO	dispiacere	0.95
amarezza	SIMILAR_TO	rancore	0.85
amaro	CAUSES	amarezza	0.95
amaro	IS_A	qualità	0.90
amaro	IS_A	sapore	0.95
amaro	OPPOSITE_OF	dolce	0.95
amaro	SIMILAR_TO	aspro	0.85
amaro	SIMILAR_TO	triste	0.90
ambasciata	CAUSES	relazione	0.90
ambasciata	IS_A	edificio	0.95
ambasciata	IS_A	rappresentanza	0.95
ambasciata	SIMILAR_TO	consolato	0.95
ambasciatore	CAUSES	accordo	0.90
ambasciatore	IS_A	persona	0.95
ambasciatore	SIMILAR_TO	diplomatico	0.95
ambasciatore	SIMILAR_TO	inviato	0.90
ambientale	CAUSES	ecologia	0.90
ambientale	IS_A	qualità	0.95
ambientale	SIMILAR_TO	ecologico	0.95
ambientale	SIMILAR_TO	naturale	0.90
ambientare	CAUSES	contesto	0.95
ambientare	IS_A	azione	0.95
ambientare	OPPOSITE_OF	spaesare	0.90
ambientare	SIMILAR_TO	collocare	0.95
ambientare	SIMILAR_TO	inserire	0.90
ambiente	CAUSES	vita	0.90
ambiente	IS_A	contesto	0.90
ambiente	IS_A	spazio	0.95
ambiente	SIMILAR_TO	ecosistema	0.95
ambiente	SIMILAR_TO	natura	0.90
ambiguità	CAUSES	confusione	0.90
ambiguità	CAUSES	dubbio	0.95
ambiguità	IS_A	qualità	0.95
ambiguità	OPPOSITE_OF	certezza	0.95
ambiguità	OPPOSITE_OF	chiarezza	0.95
ambiguità	SIMILAR_TO	equivoco	0.95
ambiguità	SIMILAR_TO	incertezza	0.90
ambiguo	CAUSES	sospetto	0.90
ambiguo	IS_A	qualità	0.95
ambiguo	OPPOSITE_OF	chiaro	0.95
ambiguo	OPPOSITE_OF	sincero	0.90
ambiguo	SIMILAR_TO	equivoco	0.95
ambiguo	SIMILAR_TO	incerto	0.90
ambire	CAUSES	ambizione	0.95
ambire	CAUSES	sforzo	0.85
ambire	IS_A	azione	0.95
ambire	OPPOSITE_OF	accontentarsi	0.90
ambire	OPPOSITE_OF	rinunciare	0.95
ambire	SIMILAR_TO	aspirare	0.95
ambire	SIMILAR_TO	desiderare	0.95
ambito	IS_A	settore	0.90
ambito	IS_A	spazio	0.95
ambito	SIMILAR_TO	campo	0.95
ambito	SIMILAR_TO	settore	0.90
ambizione	CAUSES	sforzo	0.85
ambizione	CAUSES	successo	0.90
ambizione	IS_A	sentimento	0.95
ambizione	OPPOSITE_OF	apatia	0.95
ambizione	OPPOSITE_OF	modestia	0.85
ambizione	SIMILAR_TO	aspirazione	0.95
ambizione	SIMILAR_TO	desiderio	0.90
ambizioso	CAUSES	impegno	0.90
ambizioso	IS_A	qualità	0.95
ambizioso	OPPOSITE_OF	apatico	0.95
ambizioso	OPPOSITE_OF	modesto	0.90
ambizioso	SIMILAR_TO	aspirante	0.85
ambizioso	SIMILAR_TO	determinato	0.90
ambulante	CAUSES	spostamento	0.95
ambulante	IS_A	qualità	0.95
ambulante	OPPOSITE_OF	fisso	0.95
ambulante	OPPOSITE_OF	stabile	0.90
ambulante	SIMILAR_TO	girovago	0.95
ambulante	SIMILAR_TO	itinerante	0.95
ambulanza	CAUSES	salvezza	0.90
ambulanza	CAUSES	soccorso	0.95
ambulanza	IS_A	veicolo	0.95
ambulanza	SIMILAR_TO	veicolo di soccorso	0.95
ambulatorio	CAUSES	cura	0.95
ambulatorio	IS_A	luogo	0.95
ambulatorio	IS_A	struttura	0.90
ambulatorio	SIMILAR_TO	clinica	0.95
ambulatorio	SIMILAR_TO	studio medico	0.95
amichevole	CAUSES	amicizia	0.90
amichevole	IS_A	qualità	0.95
amichevole	OPPOSITE_OF	nemico	0.90
amichevole	OPPOSITE_OF	ostile	0.95
amichevole	SIMILAR_TO	affabile	0.90
amichevole	SIMILAR_TO	cordiale	0.95
amicizia	CAUSES	affetto	0.95
amicizia	IS_A	legame	0.95
amicizia	IS_A	sentimento	0.90
amicizia	OPPOSITE_OF	inimicizia	0.95
amicizia	OPPOSITE_OF	odio	0.90
amicizia	SIMILAR_TO	fratellanza	0.90
amico	CAUSES	aiuto	0.90
amico	CAUSES	compagnia	0.90
amico	IS_A	persona	0.95
amico	OPPOSITE_OF	nemico	0.95
amico	OPPOSITE_OF	sconosciuto	0.85
amico	SIMILAR_TO	compagno	0.90
amido	CAUSES	energia	0.90
amido	IS_A	carboidrato	0.95
amido	IS_A	sostanza	0.95
amido	SIMILAR_TO	farina	0.85
ammaestrare	CAUSES	abilità	0.90
ammaestrare	CAUSES	ubbidienza	0.95
ammaestrare	IS_A	azione	0.95
ammaestrare	OPPOSITE_OF	inselvatichire	0.95
ammaestrare	SIMILAR_TO	addestrare	0.95
ammaestrare	SIMILAR_TO	domare	0.90
ammalare	CAUSES	debolezza	0.90
ammalare	CAUSES	malattia	0.95
ammalare	IS_A	azione	0.95
ammalare	OPPOSITE_OF	curare	0.90
ammalare	OPPOSITE_OF	guarire	0.95
ammalare	SIMILAR_TO	indebolire	0.85
ammalare	SIMILAR_TO	infettare	0.90
ammalato	CAUSES	cura	0.90
ammalato	IS_A	persona	0.95
ammalato	OPPOSITE_OF	sano	0.95
ammalato	SIMILAR_TO	infermo	0.90
ammalato	SIMILAR_TO	paziente	0.95
ammaliare	CAUSES	attrazione	0.95
ammaliare	CAUSES	incanto	0.90
ammaliare	IS_A	azione	0.95
ammaliare	OPPOSITE_OF	disgustare	0.95
ammaliare	OPPOSITE_OF	respingere	0.90
ammaliare	SIMILAR_TO	affascinare	0.95
ammaliare	SIMILAR_TO	incantare	0.95
ammanettare	CAUSES	blocco	0.90
ammanettare	CAUSES	prigionia	0.95
ammanettare	IS_A	azione	0.95
ammanettare	OPPOSITE_OF	liberare	0.95
ammanettare	OPPOSITE_OF	scarcerare	0.90
ammanettare	SIMILAR_TO	imprigionare	0.95
ammanettare	SIMILAR_TO	legare	0.90
ammassare	CAUSES	ammasso	0.95
ammassare	CAUSES	confusione	0.85
ammassare	IS_A	azione	0.95
ammassare	OPPOSITE_OF	ordinare	0.95
ammassare	OPPOSITE_OF	sparpagliare	0.95
ammassare	SIMILAR_TO	accumulare	0.95
ammasso	CAUSES	disordine	0.90
ammasso	IS_A	insieme	0.95
ammasso	OPPOSITE_OF	ordine	0.95
ammasso	SIMILAR_TO	cumulo	0.95
ammasso	SIMILAR_TO	mucchio	0.95
